Unnamed: 0,项目编码,项目名称,角色,姓名
823,TZ-2021-HL-000082,黑龙江大庆大同4MW分散式风电项目,项目部(经理),何莯晴
824,TZ-2021-NX-000057,宁夏红寺堡上电100MW光伏项目,项目部(经理),何莯晴
825,TZ-2024-XJ-000433,新疆塔城额敏天润二期49.5MW风电项目,项目部(经理),何莯晴
826,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目部(经理),何莯晴
827,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目部(经理),何莯晴
828,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目部(经理),何莯晴
829,TZ-2023-HE-000091,河北满城白龙70MW光伏项目,项目部(经理),何莯晴
830,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目部(经理),何莯晴
831,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目部(经理),何莯晴
832,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目部(经理),何莯晴
833,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目部(经理),何莯晴
834,TZ-2024-TJ-000390,天津宝坻大唐庄40MW风电项目,项目经理,何莯晴
835,TZ-2024-XJ-000434,新疆塔城额敏天润三期49.5MW风电项目,项目部(经理),何莯晴
836,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目部(经理),何莯晴
837,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目部(经理),何莯晴
838,TZ-2018-SH-000034,上海安靠6.6MW分布式光伏项目,项目部(经理),何莯晴
839,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,何莯晴
840,TZ-2019-HE-000069,河北海兴丁北50MW风电项目,项目部(经理),何莯晴
841,TZ-2024-HE-000446,河北承德丰宁润电300MW风电项目,项目部(经理),何莯晴
842,TZ-2021-HL-000080,黑龙江大庆新站10.6MW分散式风电项目,项目部(经理),何莯晴
843,TZ-2021-HL-000081,黑龙江大庆八村3MW分散式风电项目,项目部(经理),何莯晴
844,TZ-2021-HL-000079,黑龙江大庆葡萄花28.8MW分散式风电项目,项目部(经理),何莯晴
845,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目部(经理),何莯晴
846,TZ-2016-HE-000018,河北易县尧舜口30MW光伏项目,项目部(经理),何莯晴
847,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目部(经理),何莯晴
848,TZ-2023-SD-000097,山东寿光扬光50MW光伏项目,项目部(经理),何莯晴
849,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目部(经理),何莯晴
850,TZ-2024-SX-000425,山西朔州平鲁区49MW分散式风电项目,项目部(经理),何莯晴
851,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目部(经理),何莯晴
852,TZ-2023-JS-000090,江苏徐州睢宁二期19.8MW分散式风电项目,项目部(经理),何莯晴
853,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目部(经理),何莯晴
854,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目部(经理),何莯晴
855,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目部(经理),何莯晴
856,TZ-2023-TJ-000280,天津宁河丰台镇慧璟畅49.65MW风电项目,项目部(经理),何莯晴
857,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目部(经理),何莯晴
858,TZ-2023-HL-000113,黑龙江齐齐哈尔依安200MW风电项目,项目部(经理),何莯晴
859,TZ-2015-HE-000014,河北曲阳庄窠20MW光伏项目,项目部(经理),何莯晴
860,TZ-2015-HE-000015,河北曲阳郎家庄20MW光伏项目,项目部(经理),何莯晴
861,TZ-2018-HE-000021,河北涞源三期10MW光伏项目,项目部(经理),何莯晴
862,TZ-2022-GX-000088,广西贵港高传60MW风电项目,项目部(经理),何莯晴
863,TZ-2021-LN-000085,辽宁法库依牛堡5.6MW分散式分风电项目,项目部(经理),何莯晴
864,TZ-2024-HE-000445,河北承德丰宁润乾221MW光伏项目,项目部(经理),何莯晴
865,TZ-2021-LN-000084,辽宁阜新东矿6.6MW分散式风电项目,项目部(经理),何莯晴
866,TZ-2021-FJ-000441,福建宁德上汽21MW+3.9MW分布式光伏项目,项目经理,何莯晴
867,TZ-2021-SD-000442,山东魏桥241.4MW分布式光伏项目,项目部(经理),何莯晴
868,TZ-2024-AH-000437,安徽宿州灵璧天润50MW平原风电场项目,项目部(经理),何莯晴
869,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目部(经理),何莯晴
870,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目部(经理),何莯晴
871,TZ-2015-HE-000017,河北涉县龙虎20MW光伏项目,项目部(经理),何莯晴
872,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,杨雅婷
873,TZ-2024-HE-000445,河北承德丰宁润乾221MW光伏项目,项目经理,郑雯婷
874,TZ-2024-HE-000445,河北承德丰宁润乾221MW光伏项目,项目经理,曾笠
875,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,方晨
876,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,马思远
877,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,邢智全
878,-,-,项目经理(主责),黄世伟
879,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,史晓兵
880,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,朱静思
881,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,靳家佳
882,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,张建国
883,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,覃鸿念
884,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,金珊
885,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,宋艺涓
886,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,韩雷兴
887,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,邵本初
888,TZ-2023-SX-000368,山西闻喜开奥100MW光伏项目,项目成员,靳家佳
889,TZ-2025-GQJJ-000452,赫普能源环境科技股份有限公司股权投资项目,项目成员,李景菲
890,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目成员,赵孟希
891,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,赵孟希
892,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目成员,赵孟希
893,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目成员,金珊
894,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目成员,靳家佳
895,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目成员,田扩
896,TZ-2024-TJ-000418,天津宁河丰台南埋珠60MW集中式风电项目,项目成员,田扩
897,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目部(经理),胡禹铭
898,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,杜香
899,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,吴杰
900,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,金铄
901,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,郑辉
902,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,马学申
903,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,唐银平
904,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,李若白
905,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,杨志会
906,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,朱小红
907,TZ-2025-NM-600466,内蒙赤峰克旗500MW氢氨风电一体化项目,项目经理,刘畅
908,TZ-2025-NM-600466,内蒙赤峰克旗500MW氢氨风电一体化项目,项目经理,周博川
909,TZ-2025-NM-600466,内蒙赤峰克旗500MW氢氨风电一体化项目,项目经理(主责),刘禹
910,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目成员,刘畅
911,-,湖南省郴州市汝城县50MW风电项目,项目经理(主责),王阳阳
912,TZ-0000-AB-000000,黑龙江省大兴安岭地区加格达奇区199MW风电项目,项目经理,系统管理员
913,TZ-2023-TJ-000280,天津宁河丰台镇慧璟畅49.65MW风电项目,项目成员,张浩冉
914,TZ-2023-TJ-000280,天津宁河丰台镇慧璟畅49.65MW风电项目,项目成员,田扩
915,TZ-2023-TJ-000280,天津宁河丰台镇慧璟畅49.65MW风电项目,项目成员,黄宇鹏
916,TZ-2023-TJ-000280,天津宁河丰台镇慧璟畅49.65MW风电项目,项目成员,杨明
917,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目经理,刘畅
918,TZ-2023-TJ-000280,天津宁河丰台镇慧璟畅49.65MW风电项目,项目经理,刘畅
919,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,曾福
920,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,方晨
921,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,马思远
922,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,方晨
923,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,宋艺涓
924,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,覃鸿念
925,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,田扩
926,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,邹博文
927,TZ-2025-GQJJ-000462,AI润物气象预测大模型应用合作项目,项目成员,郑辉
928,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目成员,张建国
929,TZ-2022-LN-000111,辽宁抚顺晶能100MW光伏项目,项目成员,张建国
930,TZ-2018-LN-000011,辽宁大连中车12MW分布式光伏项目,项目成员,张建国
931,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目成员,张建国
932,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目成员,张建国
933,TZ-2018-HL-000010,黑龙江安达昌德40MW光伏项目,项目成员,张建国
934,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目成员,张建国
935,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,张建国
936,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目成员,张建国
937,TZ-2024-XJ-000408,新疆哈密伊州骆驼圈子15MW分散式风电项目（并购）,项目成员,朱静思
938,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,张建国
939,-,贵州省黔西南布依族苗族自治州兴仁市1320MW火电项目,项目经理(主责),张国军
940,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,张丰盛
941,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,金珊
942,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,许先永
943,TZ-2023-TJ-000282,天津静海林海100MW风电项目,项目成员,斯琴塔娜
944,TZ-2023-HE-000091,河北满城白龙70MW光伏项目,项目成员,斯琴塔娜
945,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目成员,李海燕
946,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目成员,周博川
947,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目成员,李海燕
948,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,刘松
949,TZ-2023-GD-000158,广东廉江阳旭200MW光伏项目,项目成员,郑浦东
950,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目成员,黄猛根
951,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目成员,郭凯悦
952,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目成员,张建国
953,TZ-2024-TJ-000390,天津宝坻大唐庄40MW风电项目,项目经理,张建国
954,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,刘畅
955,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,巩思辰
956,TZ-2023-HA-000195,河南新乡原阳100MW风电项目,项目成员,印有鹏
957,TZ-2023-LN-000233,辽宁灯塔东润36MW分散式风电项目,项目成员,夏雄星
958,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目成员,纪鹏
959,TZ-2023-HE-000174,河北滦平协亨100MW风电项目,项目成员,梁晨
960,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,张建国
961,TZ-2020-XJ-000044,新疆北塔山中惠天合50MW光伏项目,项目成员,刘硕
962,TZ-2020-XJ-000043,新疆北塔山保利招商100MW光伏项目,项目成员,刘硕
963,TZ-2019-XJ-000009,新疆木垒联合光伏100MW光伏项目,项目经理,刘硕
964,TZ-2020-XJ-000075,新疆老君庙浦类海99MW风电项目,项目成员,刘硕
965,TZ-2020-XJ-000076,新疆老君庙丝路大成50MW风电项目,项目经理,刘硕
966,TZ-2020-XJ-000074,新疆奇台新科100MW风电项目,项目成员,刘硕
967,TZ-2020-XJ-000073,新疆北塔山华风汇能100MW风电项目,项目成员,刘硕
968,TZ-2020-XJ-000077,新疆老君庙国新天立49.5MW风电项目,项目经理,刘硕
969,TZ-2020-XJ-000072,新疆木垒大石头第五风电场200MW项目,项目成员,刘硕
970,TZ-2019-HE-000069,河北海兴丁北50MW风电项目,项目成员,续慧
971,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目经理,刘硕
972,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目经理,续慧
973,TZ-2017-HE-000022,河北赤城雀沟20MW光伏项目,项目成员,续慧
974,TZ-2022-GX-000088,广西贵港高传60MW风电项目,项目成员,续慧
975,TZ-2023-XJ-000064,新疆乌鲁木齐机场11.6MW分布式光伏项目,项目成员,续慧
976,TZ-2009-FJ-000109,福建光泽凯圣24MW生物质项目,项目成员,夏雄星
977,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目成员,张建国
978,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目成员,邱爽
979,TZ-2022-LN-000111,辽宁抚顺晶能100MW光伏项目,项目成员,邱爽
980,TZ-2018-LN-000011,辽宁大连中车12MW分布式光伏项目,项目成员,邱爽
981,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目经理(主责),邱爽
982,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目经理(主责),邱爽
983,TZ-2018-HL-000010,黑龙江安达昌德40MW光伏项目,项目成员,邱爽
984,TZ-2020-SD-000078,山东菏泽新风50MW风电项目,项目成员,杨雨澄
985,TZ-2016-SD-000067,山东夏津田庄100MW风电项目（一期）,项目经理,张建国
986,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目成员,黄猛根
987,TZ-2024-NM-000451,内蒙古锡林郭勒源网荷储400MW风电项目,项目成员,梁晨
988,TZ-2019-SX-000440,山西平顺佛堂岭80MW+平顺国合170MW光伏领跑基地项目,项目成员,史晓兵
989,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目成员,郑辉
990,TZ-2021-FJ-000441,福建宁德上汽21MW+3.9MW分布式光伏项目,项目经理,续慧
991,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目成员,郑辉
992,TZ-2023-AH-000130,安徽亳州万事通100MW风电项目,项目经理,张建国
993,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,黄世伟
994,TZ-2024-HE-000446,河北承德丰宁润电300MW风电项目,项目成员,黄世伟
995,TZ-2024-NM-000451,内蒙古锡林郭勒源网荷储400MW风电项目,项目成员,夏雄星
996,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,巩思辰
997,TZ-2024-HE-000446,河北承德丰宁润电300MW风电项目,项目成员,巩思辰
998,TZ-2024-NM-000428,内蒙古锡林郭勒盟铁合金30%股权收购项目,项目成员,金珊
999,TZ-2023-AH-000130,安徽亳州万事通100MW风电项目,项目经理,郭凯悦
1000,TZ-2023-XJ-000350,新疆木垒大石头150MW风电项目,项目成员,朱静思
1001,TZ-2023-JX-000221,江西赣州岿美山60MW风电项目,项目成员,张丰盛
1002,TZ-2023-GD-000158,广东廉江阳旭200MW光伏项目,项目成员,杨明
1003,TZ-2023-TJ-000282,天津静海林海100MW风电项目,项目成员,靳家佳
1004,TZ-2023-TJ-000282,天津静海林海100MW风电项目,项目成员,杨诗斌
1005,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目成员,杨诗斌
1006,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目成员,朱静思
1007,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,朱静思
1008,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,田扩
1009,TZ-2023-TJ-000282,天津静海林海100MW风电项目,项目成员,田扩
1010,TZ-2023-HE-000091,河北满城白龙70MW光伏项目,项目成员,耿翔宇
1011,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目成员,耿翔宇
1012,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目成员,耿翔宇
1013,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目成员,耿翔宇
1014,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目成员,杨明
1015,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目成员,杨明
1016,TZ-2023-HE-000091,河北满城白龙70MW光伏项目,项目成员,杨明
1017,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目成员,杨明
1018,TZ-2023-SX-000368,山西闻喜开奥100MW光伏项目,项目成员,田扩
1019,TZ-2023-JX-000221,江西赣州岿美山60MW风电项目,项目成员,黄宇鹏
1020,TZ-2023-TJ-000278,天津宁河慧璟源150MW风电项目,项目成员,黄宇鹏
1021,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,杨诗斌
1022,TZ-2023-GD-000158,广东廉江阳旭200MW光伏项目,项目成员,杨诗斌
1023,TZ-2023-JX-000221,江西赣州岿美山60MW风电项目,项目成员,朱静思
1024,TZ-2023-GD-000158,广东廉江阳旭200MW光伏项目,项目成员,柳琳
1025,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目成员,田扩
1026,TZ-2023-HE-000091,河北满城白龙70MW光伏项目,项目成员,张建国
1027,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目成员,张建国
1028,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目成员,张建国
1029,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目成员,张建国
1030,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,黄宇鹏
1031,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,田扩
1032,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目成员,斯琴塔娜
1033,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目成员,靳家佳
1034,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,黄宇鹏
1035,TZ-2023-TJ-000279,天津宁河廉庄镇慧璟泰49.65MW风电项目,项目成员,田扩
1036,TZ-2023-HE-000174,河北滦平协亨100MW风电项目,项目成员,靳家佳
